Title,Publisher,Link,DiscountPCT,OriginalPrice,DiscountPrice,Discount_Endtime,Rating,Rating_count,Genre,ReleaseDate,Rating_Count
"Dungeons 3 (English, Korean)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA07633_00-ASIA000000000000,0.5,208,104,21/2/2024 03:59 PM UTC,3.97,751,"Simulation, Strategy, Simulation",09/11/2017,751
"Human: Fall Flat PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP4395-PPSA02431_00-HFFGAME000000PS5,0.6,99,39.6,21/2/2024 03:59 PM UTC,4.15,42k,"Action, Adventure, Puzzle",24/06/2021,42000
"Unpacking (Simplified Chinese, English, Korean, Malay, Japanese, Traditional Chinese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-PPSA07117_00-UNPACKINGPS5000A,0.5,148,74,21/2/2024 03:59 PM UTC,4.37,3.3k,"Puzzle, Simulation",10/05/2022,3300
"Kizuna AI - Touch the Beat! (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","GEMDROPS, INC.",https://store.playstation.com/en-hk/product/JP1970-PPSA11198_00-KATTB00000000000,0.3,268,187.6,21/2/2024 03:59 PM UTC,4.5,101,Music/Rhythm,21/02/2023,101
"Tails of Iron (Simplified Chinese, English, Korean, Japanese)",CI Games S.A. t/a United Label,https://store.playstation.com/en-hk/product/EP6960-PPSA03777_00-1170445898702423,0.75,198,49.5,21/2/2024 03:59 PM UTC,4.47,4.3k,Action,17/09/2021,4300
"ONI: Road to be the Mightiest Oni (PS4 & PS5) (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",CLOUDED LEOPARD ENTERTAINMENT INC.,https://store.playstation.com/en-hk/product/JP5784-PPSA09792_00-ONI0000000000001,0.6,238,95.2,21/2/2024 03:59 PM UTC,2.98,40,Action,08/03/2023,40
"Goat Simulator 3 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",COFFEE STAIN PUBLISHING AB,https://store.playstation.com/en-hk/product/EP4837-PPSA04158_00-GS3MAINGAMEPACK0,0.5,238,119,21/2/2024 03:59 PM UTC,4.75,933,"Simulation, Adventure",16/11/2022,933
"FAR: Changing Tides PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA03767_00-FARCHANGINGTIDES,0.65,148,51.8,21/2/2024 03:59 PM UTC,4.5,1.8k,"Action, Adventure",28/02/2022,1800
"Little Witch Nobeta (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)","Justdan International Co., Ltd.",https://store.playstation.com/en-hk/product/JP3347-CUSA30979_00-NOBETA1000000000,0.4,329,197.4,21/2/2024 03:59 PM UTC,4.53,137,Action,28/09/2022,137
"Mortal Shell (Simplified Chinese, English, Korean, Japanese)",PlayStack Limited,https://store.playstation.com/en-hk/product/UP3639-CUSA16364_00-0000000000000001,0.7,238,71.4,21/2/2024 03:59 PM UTC,3.9,10k,"Role Playing Games, Action",18/08/2020,10000
"Mortal Shell: Enhanced Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",PlayStack Limited,https://store.playstation.com/en-hk/product/UP3639-PPSA02868_00-6737177636262712,0.7,238,71.4,21/2/2024 03:59 PM UTC,3.9,10k,"Role Playing Games, Action",04/03/2021,10000
Mortal Shell: The Virtuous Cycle (English/Chinese/Korean/Japanese Ver.),PlayStack Limited,https://store.playstation.com/en-hk/product/UP3639-PPSA02868_00-2737744933584844,0.7,38,11.4,21/2/2024 03:59 PM UTC,0,0,"Role Playing Games, Action",18/08/2021,0
"Moving Out + Moving Out 2 Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Team 17 Digital LTD,https://store.playstation.com/en-hk/product/EP4064-CUSA34284_00-MOVINGOUTBUNDLE0,0.35,348,226.2,21/2/2024 03:59 PM UTC,4.28,888,Strategy,14/08/2023,888
"Planet Coaster: Console Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA01735_00-PLANETCOASTER000,0.7,398,119.4,21/2/2024 03:59 PM UTC,4.25,3.7k,"Simulation, Strategy",14/04/2021,3700
"RPG Time: The Legend of Wright (Simplified Chinese, English, Japanese)",ANIPLEX INC.,https://store.playstation.com/en-hk/product/JP3372-CUSA33547_00-RPGTIMEGAME00001,0.6,244,97.6,21/2/2024 03:59 PM UTC,4.29,48,"Action, Adventure, Role Playing Games",17/08/2022,48
"The Tale of Onogoro (Simplified Chinese, English, Korean, Japanese)",AMATA K.K.,https://store.playstation.com/en-hk/product/UP1181-PPSA12648_00-0649102901900948,0.3,268,187.6,21/2/2024 03:59 PM UTC,4.24,87,"Action, Adventure",21/02/2023,87
"The Tale of Onogoro Soundtrack Edition (Simplified Chinese, English, Korean, Japanese)",AMATA K.K.,https://store.playstation.com/en-hk/product/UP1181-PPSA12648_00-0730723610839821,0.3,308,215.6,21/2/2024 03:59 PM UTC,4.24,87,"Action, Adventure",21/02/2023,87
"Salt and Sacrifice (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",SKA STUDIOS LLC,https://store.playstation.com/en-hk/product/HP0656-PPSA07835_00-6488641539553273,0.65,148,51.8,21/2/2024 03:59 PM UTC,3.47,1.7k,"Role Playing Games, Action",09/05/2022,1700
Meet Your Maker: Sector 1 Bundle (Add-On),Behaviour Interactive Inc.,https://store.playstation.com/en-hk/product/EP5125-PPSA05723_00-BUNDLE0000000001,0.4,78,46.8,21/2/2024 03:59 PM UTC,0,0,"Action, Strategy, Action",10/07/2023,0
Meet Your Maker: Sector 2 Bundle (Add-On),Behaviour Interactive Inc.,https://store.playstation.com/en-hk/product/EP5125-PPSA05723_00-BUNDLE0000000003,0.3,78,54.6,21/2/2024 03:59 PM UTC,0,0,"Action, Strategy, Action",26/09/2023,0
"Bugsnax (Simplified Chinese, English, Korean, Japanese)","Young Horses, Inc.",https://store.playstation.com/en-hk/product/HP2104-PPSA01540_00-BSNAX16543620005,0.6,198,79.2,21/2/2024 03:59 PM UTC,4.55,3.7k,Adventure,11/11/2020,3700
"Chivalry 2 PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Tripwire Interactive,https://store.playstation.com/en-hk/product/UP0115-PPSA02183_00-3211965506283656,0.6,308,123.2,21/2/2024 03:59 PM UTC,3.87,7.3k,"Fighting, Action",08/06/2021,7300
"Cogen: Sword of Rewind (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","GEMDROPS, INC.",https://store.playstation.com/en-hk/product/JP1970-CUSA20571_00-COGEN00000000000,0.5,198,99,21/2/2024 03:59 PM UTC,4.28,79,Action,26/01/2022,79
"Crusader Kings III (Simplified Chinese, English, Korean, Japanese)","H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP4139-PPSA02308_00-TTL0000000000002,0.5,398,199,21/2/2024 03:59 PM UTC,4.09,1.1k,"Strategy, Simulation",29/03/2022,1100
Crusader Kings III: Royal Court (English/Chinese/Korean Ver.),"H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP4139-PPSA02308_00-CK3DLC0000000004,0.2,230,184,21/2/2024 03:59 PM UTC,0,0,"Strategy, Simulation",18/05/2023,0
"Crusader Kings III: Royal Edition (Simplified Chinese, English, Korean, Japanese)","H2 INTERACTIVE CO., LTD.",https://store.playstation.com/en-hk/product/EP4139-PPSA02308_00-CK3ROYAL00000001,0.3,603,422.1,21/2/2024 03:59 PM UTC,4.09,1.1k,"Strategy, Simulation",28/03/2022,1100
Cult of the Lamb - Cultist Pack (English/Chinese/Korean/Japanese Ver.),Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-PPSA06464_00-0419539994627968,0.4,78,46.8,21/2/2024 03:59 PM UTC,0,0,"Action, Adventure, Strategy",24/08/2022,0
Dusk Diver (English/Chinese/Korean/Japanese Ver.),"Justdan International Co., Ltd.",https://store.playstation.com/en-hk/product/JP3347-CUSA16653_00-ASIA000000000000,0.5,318,159,21/2/2024 03:59 PM UTC,4.33,273,Action,24/10/2019,273
"Dusk Diver 2 (English, Korean, Japanese, Traditional Chinese)","Justdan International Co., Ltd.",https://store.playstation.com/en-hk/product/JP3347-CUSA30517_00-DUSKDIVER2000001,0.5,388,194,21/2/2024 03:59 PM UTC,4.56,55,Action,23/02/2022,55
"Garden Simulator (Simplified Chinese, English, Korean, Japanese)",Toplitz Productions,https://store.playstation.com/en-hk/product/HP3640-CUSA40885_00-GARDENSIMPS4AS00,0.5,198,99,21/2/2024 03:59 PM UTC,4.19,42,"Simulation, Casual",10/05/2023,42
"Have a Nice Death (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Gearbox Publishing,https://store.playstation.com/en-hk/product/UP1980-PPSA16516_00-HAVEANICEDEATH00,0.33,198,132.66,21/2/2024 03:59 PM UTC,4.57,362,Arcade,05/12/2023,362
"Hell Let Loose - Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Team17 Digital Ltd,https://store.playstation.com/en-hk/product/HP4064-PPSA05035_00-0362905325049666,0.35,428,278.2,21/2/2024 03:59 PM UTC,4.28,2.5k,Shooter,25/10/2023,2500
Cult of the Lamb - Heretic Pack (English/Chinese/Korean/Japanese Ver.),Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-PPSA06464_00-0236251825775230,0.4,78,46.8,21/2/2024 03:59 PM UTC,0,0,"Action, Adventure, Strategy",24/04/2023,0
"Jurassic World Aftermath Collection PS4 & PS5 (English, Korean, Japanese)",COATSINK SOFTWARE LTD,https://store.playstation.com/en-hk/product/EP8936-PPSA10065_00-4763380536678439,0.5,238,119,21/2/2024 03:59 PM UTC,3.71,266,"Action, Adventure",21/02/2023,266
"Last Labyrinth (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",AMATA K.K.,https://store.playstation.com/en-hk/product/UP1181-PPSA13263_00-0093894355472769,0.3,238,166.6,21/2/2024 03:59 PM UTC,4.38,218,"Action, Adventure, Horror",27/03/2023,218
Maneater: Truth Quest (English/Chinese/Korean/Japanese Ver.),"TRIPWIRE INTERACTIVE, LLC",https://store.playstation.com/en-hk/product/EP0114-PPSA01862_00-7326010877550040,0.65,108,37.8,21/2/2024 03:59 PM UTC,0,0,Unique,31/08/2021,0
"Märchen Forest (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",CLOUDED LEOPARD ENTERTAINMENT INC.,https://store.playstation.com/en-hk/product/JP5784-CUSA24278_00-CLMARCHENFOREST0,0.8,298,59.6,21/2/2024 03:59 PM UTC,4.08,170,Role Playing Games,27/01/2021,170
"Meet Your Maker: Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Behaviour Interactive Inc.,https://store.playstation.com/en-hk/product/EP5125-PPSA05723_00-0601712423880310,0.5,308,154,21/2/2024 03:59 PM UTC,3.61,2.5k,"Action, Strategy, Action",04/04/2023,2500
"NeverAwake (Simplified Chinese, English, Japanese, Traditional Chinese)",Phoenixx Inc.,https://store.playstation.com/en-hk/product/JP5905-PPSA09705_00-0000000000000000,0.3,198,138.6,21/2/2024 03:59 PM UTC,4.84,51,Shooter,18/01/2023,51
"Orcs Must Die! 3 Bundle (Simplified Chinese, English, Korean, Japanese)","ROBOT ENTERTAINMENT, INC.",https://store.playstation.com/en-hk/product/EP3785-CUSA27976_00-OMD3BUNDLE000001,0.65,308,107.8,21/2/2024 03:59 PM UTC,4.37,508,"Action, Puzzle",19/04/2022,508
"Orcs Must Die! 3 Bundle (Simplified Chinese, English, Korean, Japanese)","ROBOT ENTERTAINMENT, INC.",https://store.playstation.com/en-hk/product/EP3785-PPSA07409_00-OMD3BUNDLE000001,0.6,308,123.2,21/2/2024 03:59 PM UTC,4.37,508,"Action, Puzzle",07/06/2022,508
"Sherlock Holmes: Crimes and Punishments + Sherlock Holmes: The Devil's Daughter bundle (Simplified Chinese, English, Korean, Japanese)",FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/EP5205-CUSA26518_00-SHERLOCKHOLMES78,0.9,468,46.8,21/2/2024 03:59 PM UTC,4.13,488,Adventure,09/10/2021,488
"Sherlock Holmes The Awakened – Deluxe Edition PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/EP5205-PPSA08069_00-SHTADELUXEEDITIO,0.5,398,199,21/2/2024 03:59 PM UTC,4.21,357,"Horror, Adventure",11/04/2023,357
"SMITE Ultimate God Pack (Simplified Chinese, English)",Hi-Rez Studios,https://store.playstation.com/en-hk/product/UP0334-CUSA02328_00-ASIAMATEGODPACKX,0.75,233,58.25,21/2/2024 03:59 PM UTC,0,0,"Action, Shooter, Strategy",13/09/2016,0
Spice and Wolf VR (English/Chinese/Japanese Ver.),"Gemdrops, Inc.",https://store.playstation.com/en-hk/product/JP1970-CUSA16637_00-ASIA000000000000,0.6,190,76,21/2/2024 03:59 PM UTC,4.53,247,Adventure,05/09/2019,247
"Spice and Wolf VR 2 (Simplified Chinese, English, Japanese, Traditional Chinese)","GEMDROPS, INC.",https://store.playstation.com/en-hk/product/JP1970-CUSA20642_00-SAW2000000000000,0.6,198,79.2,21/2/2024 03:59 PM UTC,4.79,81,Adventure,04/02/2021,81
"Temtem (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-PPSA01800_00-TEMTEM000000000A,0.5,468,234,21/2/2024 03:59 PM UTC,4.79,24,"Adventure, Role Playing Games",07/12/2020,24
"Temtem - Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Humble Games,https://store.playstation.com/en-hk/product/UP3864-PPSA01800_00-6854432222669422,0.5,638,319,21/2/2024 03:59 PM UTC,4.79,24,"Adventure, Role Playing Games",07/12/2020,24
"The Sinking City PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/JP4860-PPSA02921_00-7227145746686481,0.8,398,79.6,21/2/2024 03:59 PM UTC,3.82,411,"Adventure, Horror, Action",18/02/2021,411
"Warhammer Age of Sigmar: Realms of Ruin (Simplified Chinese, English, Japanese, Traditional Chinese)",FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA06926_00-AOSREALMSOFRUIN0,0.5,468,234,21/2/2024 03:59 PM UTC,4.06,233,Strategy,17/11/2023,233
"Warhammer Age of Sigmar: Realms of Ruin - Ultimate Edition (Simplified Chinese, English, Japanese, Traditional Chinese)",FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA06926_00-AOSRORULTEDITION,0.55,604,271.8,21/2/2024 03:59 PM UTC,4.06,233,Strategy,14/11/2023,233
Dungeons 2 (Game),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP2060-CUSA04056_00-ASIA000000000000,0.75,140,35,21/2/2024 03:59 PM UTC,4.03,1.1k,"Strategy, Strategy",24/05/2016,1100
"Evergate (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Phoenixx Inc.,https://store.playstation.com/en-hk/product/EP4293-PPSA01885_00-000EVERGATEPS5EU,0.5,78,39,21/2/2024 03:59 PM UTC,4.08,12,Puzzle,15/09/2021,12
"EVERSPACE™ 2 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",ROCKFISH Games GmbH,https://store.playstation.com/en-hk/product/EP1547-PPSA14033_00-0169394001813237,0.4,398,238.8,21/2/2024 03:59 PM UTC,4.59,440,"Action, Shooter",14/08/2023,440
"Fallen Knight (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",Phoenixx Inc.,https://store.playstation.com/en-hk/product/JP5905-CUSA28750_00-0000000000000000,0.2,108,86.4,21/2/2024 03:59 PM UTC,3.25,20,Action,10/05/2023,20
LANGRISSER I ＆ II (Chinese/Korean/Japanese Ver.),"Justdan International Co., Ltd.",https://store.playstation.com/en-hk/product/HP3256-CUSA17276_00-LANGRISSERONETWO,0.4,378,226.8,21/2/2024 03:59 PM UTC,4.47,404,Simulation,21/11/2019,404
"McPixel 3 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-PPSA09719_00-7506702877332712,0.8,78,15.6,21/2/2024 03:59 PM UTC,4.74,47,Adventure,16/03/2023,47
"MX vs ATV Legends (Simplified Chinese, English, Korean, Japanese)",THQ NORDIC GMBH,https://store.playstation.com/en-hk/product/EP4389-PPSA04735_00-MXVSATV2021PS5EU,0.5,308,154,21/2/2024 03:59 PM UTC,3.24,2k,Driving/Racing,07/07/2022,2000
"My Memory of Us (Simplified Chinese, English, Korean, Japanese)",Phoenixx Inc.,https://store.playstation.com/en-hk/product/JP5905-CUSA20597_00-MYMEMORYOFUS0000,0.7,148,44.4,21/2/2024 03:59 PM UTC,4.44,169,"Adventure, Puzzle, Adventure",24/03/2021,169
"Phoenix Point (Simplified Chinese, English)",Snapshot Games Inc.,https://store.playstation.com/en-hk/product/EP5326-PPSA05404_00-9921561187546216,0.65,238,83.3,21/2/2024 03:59 PM UTC,3.48,429,Strategy,08/12/2021,429
"Port Royale 4 (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA17475_00-00000PORTROYALE4,0.6,368,147.2,21/2/2024 03:59 PM UTC,3.53,311,"Strategy, Simulation, Unique",25/09/2020,311
"Port Royale 4 - Extended Edition (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA17475_00-0PORTROYALE4EXED,0.6,408,163.2,21/2/2024 03:59 PM UTC,3.53,311,"Strategy, Simulation, Unique",25/09/2020,311
"Shadow Warrior 3: Definitive Edition | PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-CUSA26357_00-SW3SIEAPS4000000,0.7,308,92.4,21/2/2024 03:59 PM UTC,4.28,764,Action,01/03/2022,764
"Ship of Fools - The Aquapocalypse Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Team 17 Digital LTD,https://store.playstation.com/en-hk/product/EP4064-PPSA07582_00-SHIPOFFOOLSDX000,0.5,238,119,21/2/2024 03:59 PM UTC,4.73,148,Strategy,20/11/2023,148
"SpellForce III Reforced (Simplified Chinese, English, Korean)",THQ NORDIC GMBH,https://store.playstation.com/en-hk/product/EP4389-CUSA24277_00-SPELLFORCE3PS4EU,0.5,308,154,21/2/2024 03:59 PM UTC,3.78,676,Role Playing Games,06/06/2022,676
"Tchia (PS4 & PS5) (Simplified Chinese, English, Korean, Japanese)",Kepler Interactive Limited,https://store.playstation.com/en-hk/product/EP2711-PPSA04892_00-TCHIA000000PS5EU,0.5,238,119,21/2/2024 03:59 PM UTC,4.04,1.9k,Adventure,21/03/2023,1900
"Trepang2 - Digital Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Team 17 Digital LTD,https://store.playstation.com/en-hk/product/EP4064-PPSA15349_00-TREPANG2DX000000,0.35,268,174.2,21/2/2024 03:59 PM UTC,4.57,553,Shooter,26/10/2023,553
"TrinityS (Simplified Chinese, English, Japanese, Traditional Chinese)",Phoenixx Inc.,https://store.playstation.com/en-hk/product/JP5905-PPSA14731_00-0000000000000000,0.2,108,86.4,21/2/2024 03:59 PM UTC,3.66,29,Action,19/10/2023,29
"TrinityS Deluxe Edition (Simplified Chinese, English, Japanese, Traditional Chinese)",Phoenixx Inc.,https://store.playstation.com/en-hk/product/JP5905-PPSA14731_00-SPECIALEDITION00,0.2,198,158.4,21/2/2024 03:59 PM UTC,3.66,29,Action,16/10/2023,29
Yooka-Laylee and the Impossible Lair - Trowzer's Top Tonic Pack (English/Chinese/Japanese Ver.),Team17 Digital Ltd,https://store.playstation.com/en-hk/product/EP4064-CUSA16139_00-ASIA000000000000,0.75,31,7.75,21/2/2024 03:59 PM UTC,3,2,Action,08/10/2019,0
"8-Bit Armies - Deluxe Edition (Simplified Chinese, English)",SOEDESCO Publishing B.V.,https://store.playstation.com/en-hk/product/EP4541-CUSA07626_00-ASIA000000000011,0.7,148,44.4,21/2/2024 03:59 PM UTC,3.73,727,"Action, Strategy, Strategy",01/11/2018,727
"A Light in the Dark (Simplified Chinese, English, Japanese, Traditional Chinese)","SEKAI PROJECT, INC",https://store.playstation.com/en-hk/product/HP0786-CUSA30796_00-2611031376856054,0.4,148,88.8,21/2/2024 03:59 PM UTC,4.25,20,Adventure,12/04/2023,20
"Achilles: Legends Untold (Simplified Chinese, English, Japanese, Traditional Chinese)",Dark Point Games S.A.,https://store.playstation.com/en-hk/product/EP7727-PPSA16626_00-0783245746407550,0.2,148,118.4,21/2/2024 03:59 PM UTC,4.4,532,"Role Playing Games, Action",01/11/2023,532
"Agatha Christie - Hercule Poirot: The London Case (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Microids,https://store.playstation.com/en-hk/product/HP4295-PPSA16795_00-ACYP2PS5000000AS,0.45,148,81.4,21/2/2024 03:59 PM UTC,3.46,54,Adventure,28/08/2023,54
"Agatha Christie - Murder on the Orient Express (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Microids,https://store.playstation.com/en-hk/product/HP4295-PPSA18113_00-AGATHACOEPS500AS,0.25,238,178.5,21/2/2024 03:59 PM UTC,4.54,144,Adventure,19/10/2023,144
Air Conflicts: Pacific Carriers - PlayStation®4 Edition (English),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/EP4365-CUSA02866_00-ASIA000000000001,0.5,119,59.5,21/2/2024 03:59 PM UTC,3.4,1.3k,Action,13/12/2015,1300
"Alice Escaped! (Simplified Chinese, English, Japanese, Traditional Chinese)","SEKAI PROJECT, INC",https://store.playstation.com/en-hk/product/HP0786-CUSA43416_00-0565619275184944,0.25,148,111,21/2/2024 03:59 PM UTC,4.67,42,Action,28/09/2023,42
Aragami (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1578-CUSA06168_00-ASIA000000000000,0.85,119,17.85,21/2/2024 03:59 PM UTC,4.4,2.8k,Action,15/05/2018,2800
"Aragami 2 (Simplified Chinese, English, Korean, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/HP5035-PPSA02493_00-9257700783258150,0.6,288,115.2,21/2/2024 03:59 PM UTC,4.04,313,Action,17/09/2021,313
Aragami: Shadow Edition (English/Chinese/Korean/Japanese Ver.),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1578-CUSA06168_00-ASIA000000000001,0.5,139,69.5,21/2/2024 03:59 PM UTC,4.4,2.8k,"Action, Action",05/06/2018,2800
"Beholder 3 (Simplified Chinese, English)",Toplitz Productions,https://store.playstation.com/en-hk/product/HP3640-CUSA36288_00-BEHOLDER3PS4AS00,0.5,148,74,21/2/2024 03:59 PM UTC,2.75,24,Adventure,16/12/2022,24
"Warhammer 40,000: Boltgun (PS4 & PS5) (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Focus Entertainment,https://store.playstation.com/en-hk/product/EP4133-PPSA07247_00-000000000BOLTGUN,0.32,168,114.24,21/2/2024 03:59 PM UTC,4.61,609,Shooter,22/05/2023,609
Bus Simulator 21 Next Stop - Gold Upgrade (Add-On),astragon Entertainment GmbH,https://store.playstation.com/en-hk/product/EP2430-PPSA06776_00-CESD64066C210000,0.2,108,86.4,21/2/2024 03:59 PM UTC,5,1,Simulation,16/05/2023,0
Bus Simulator 21 Next Stop - Season Pass (PS5) (English/Chinese/Korean/Japanese Ver.),astragon Entertainment GmbH,https://store.playstation.com/en-hk/product/EP2430-PPSA06776_00-CESD66389C190000,0.2,198,158.4,21/2/2024 03:59 PM UTC,0,0,Simulation,16/05/2023,0
Call of the Wild: The Angler™ - Norway Reserve (English/Chinese/Korean/Japanese Ver.),Expansive Worlds AB,https://store.playstation.com/en-hk/product/UP3501-PPSA05725_00-COTWTATROLLSPNAT,0.6,78,31.2,21/2/2024 03:59 PM UTC,5,1,Simulation,30/08/2023,0
"Call of the Wild: The Angler™ (Simplified Chinese, English, Japanese)",Expansive Worlds AB,https://store.playstation.com/en-hk/product/UP3501-PPSA05725_00-TORTOISE00000000,0.25,238,178.5,21/2/2024 03:59 PM UTC,4.11,597,Simulation,15/11/2023,597
"Chants of Sennaar (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Focus Entertainment,https://store.playstation.com/en-hk/product/EP4133-CUSA42225_00-CHANTSOFSENNAAR0,0.2,148,118.4,21/2/2024 03:59 PM UTC,4.88,514,Puzzle,05/09/2023,514
Cloudpunk PS4 & PS5 (English),"H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1260-CUSA19054_00-CLOUDPUNK0000001,0.8,139,27.8,21/2/2024 03:59 PM UTC,4.1,1.1k,Adventure,16/10/2020,1100
"Cloudpunk PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","H2 Interactive Co., Ltd.",https://store.playstation.com/en-hk/product/UP1260-PPSA02496_00-CLOUDPUNKPS50001,0.8,139,27.8,21/2/2024 03:59 PM UTC,4.1,1.1k,Adventure,19/08/2022,1100
Construction Simulator - Year 1 Season Pass (English/Chinese/Korean/Japanese Ver.),astragon Entertainment GmbH,https://store.playstation.com/en-hk/product/EP2430-PPSA04383_00-0237678377496349,0.2,238,190.4,21/2/2024 03:59 PM UTC,0,0,Simulation,06/04/2023,0
"Curse of the Sea Rats (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Phoenixx Inc.,https://store.playstation.com/en-hk/product/UP4293-PPSA02414_00-5946354298816402,0.2,148,118.4,21/2/2024 03:59 PM UTC,3.74,50,"Adventure, Action",05/04/2023,50
"Deiland: Pocket Planet (Simplified Chinese, English, Japanese, Traditional Chinese)",pikii,https://store.playstation.com/en-hk/product/JP1392-CUSA34166_00-DEILANDPPJPAPPS4,0.35,149,96.85,21/2/2024 03:59 PM UTC,3,6,"Adventure, Family, Role Playing Games",29/06/2022,0
"Deliver Us Mars PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FRONTIER DEVELOPMENTS PLC,https://store.playstation.com/en-hk/product/EP2377-PPSA04519_00-0339215954685392,0.5,238,119,21/2/2024 03:59 PM UTC,3.94,365,"Adventure, Action",02/02/2023,365
"Drums Rock - Complete Edition (Simplified Chinese, English, Korean, Japanese)",Garage51 Entertainment S.L.,https://store.playstation.com/en-hk/product/HP7617-PPSA13963_00-0719358789739138,0.25,238,178.5,21/2/2024 03:59 PM UTC,4.3,535,"Arcade, Music/Rhythm",06/01/2024,535
"Dungreed (Simplified Chinese, Korean, Japanese, Traditional Chinese)",pikii,https://store.playstation.com/en-hk/product/JP1392-CUSA17448_00-DUNGREEDDUNGEONS,0.2,110,88,21/2/2024 03:59 PM UTC,4.44,100,"Action, Adventure",23/09/2020,100
"Fusion Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",FROGWARES IRELAND LTD,https://store.playstation.com/en-hk/product/EP5205-CUSA17784_00-0229385926387147,0.8,858,171.6,21/2/2024 03:59 PM UTC,4.28,633,"Action, Adventure",22/06/2023,633
